timestamp,open,high,low,close,volume
2025-07-10 02:00:00+00:00,2773.4,2798.0,2772.52,2782.19,267002.97
2025-07-10 03:00:00+00:00,2782.19,2789.45,2769.0,2774.51,138527.907
2025-07-10 04:00:00+00:00,2774.51,2778.87,2764.43,2777.3,119515.363
2025-07-10 05:00:00+00:00,2777.29,2784.05,2771.28,2780.22,100140.988
2025-07-10 06:00:00+00:00,2780.22,2799.41,2778.36,2793.9,229310.621
2025-07-10 07:00:00+00:00,2793.89,2822.23,2785.57,2789.54,648356.704
2025-07-10 08:00:00+00:00,2789.54,2795.87,2782.07,2787.33,188765.581
2025-07-10 09:00:00+00:00,2787.32,2788.99,2773.61,2777.47,152654.107
2025-07-10 10:00:00+00:00,2777.47,2785.65,2771.08,2783.52,152807.461
2025-07-10 11:00:00+00:00,2783.52,2783.79,2771.74,2777.38,113653.329
2025-07-10 12:00:00+00:00,2777.38,2778.75,2766.34,2777.25,217193.773
2025-07-10 13:00:00+00:00,2777.24,2794.0,2771.01,2783.22,334048.914
2025-07-10 14:00:00+00:00,2783.23,2791.18,2756.72,2775.2,469381.539
2025-07-10 15:00:00+00:00,2775.2,2775.79,2757.52,2768.49,200758.158
2025-07-10 16:00:00+00:00,2768.5,2811.55,2767.49,2806.98,748125.651
2025-07-10 17:00:00+00:00,2806.98,2834.48,2800.21,2828.71,574738.503
2025-07-10 18:00:00+00:00,2828.72,2839.29,2793.16,2809.83,488751.857
2025-07-10 19:00:00+00:00,2809.82,2820.5,2805.0,2814.61,192347.734
2025-07-10 20:00:00+00:00,2814.61,2825.0,2811.2,2817.02,130271.953
2025-07-10 21:00:00+00:00,2817.02,3010.44,2815.7,2971.7,1955104.469
2025-07-10 22:00:00+00:00,2971.7,2978.17,2951.96,2973.18,518539.283
2025-07-10 23:00:00+00:00,2973.19,2974.12,2934.85,2950.62,329265.882
2025-07-11 00:00:00+00:00,2950.61,2957.64,2913.72,2936.72,378648.266
2025-07-11 01:00:00+00:00,2936.71,2956.7,2932.8,2953.77,176472.184
2025-07-11 02:00:00+00:00,2953.76,2967.55,2950.9,2964.08,232758.483
2025-07-11 03:00:00+00:00,2964.08,2974.06,2956.0,2968.51,183332.445
2025-07-11 04:00:00+00:00,2968.5,2970.43,2945.32,2969.29,181982.897
2025-07-11 05:00:00+00:00,2969.29,3028.48,2966.28,3003.9,874199.877
2025-07-11 06:00:00+00:00,3003.89,3025.87,2984.86,2988.43,462985.189
2025-07-11 07:00:00+00:00,2988.43,3002.3,2964.2,2967.8,422481.49
2025-07-11 08:00:00+00:00,2967.79,3009.39,2960.51,3002.98,393134.291
2025-07-11 09:00:00+00:00,3002.99,3040.95,2995.18,3014.86,488800.11
2025-07-11 10:00:00+00:00,3014.87,3014.95,2992.0,3003.23,316797.942
2025-07-11 11:00:00+00:00,3003.22,3005.87,2967.55,2983.22,399904.645
2025-07-11 12:00:00+00:00,2983.22,2992.51,2969.04,2985.39,250829.971
2025-07-11 13:00:00+00:00,2985.39,3008.9,2973.99,3001.81,471171.885
2025-07-11 14:00:00+00:00,3001.8,3005.78,2979.27,2988.0,335874.7
2025-07-11 15:00:00+00:00,2987.98,2995.97,2935.05,2950.45,616561.902
2025-07-11 16:00:00+00:00,2950.46,2971.77,2936.0,2967.2,399735.711
2025-07-11 17:00:00+00:00,2967.2,3000.0,2963.34,2992.5,301516.228
2025-07-11 18:00:00+00:00,2992.5,2998.78,2982.34,2994.91,144417.558
2025-07-11 19:00:00+00:00,2994.91,3009.55,2977.0,3006.64,243656.79
2025-07-11 20:00:00+00:00,3006.64,3008.76,2971.84,2973.75,177703.269
2025-07-11 21:00:00+00:00,2973.75,2995.8,2955.73,2964.77,256458.654
2025-07-11 22:00:00+00:00,2964.77,2970.0,2921.98,2949.22,351670.141
2025-07-11 23:00:00+00:00,2949.22,2959.72,2947.25,2956.93,95224.053
2025-07-12 00:00:00+00:00,2956.94,2966.23,2929.13,2951.82,155771.589
2025-07-12 01:00:00+00:00,2951.82,2965.71,2951.54,2957.59,94502.754
2025-07-12 02:00:00+00:00,2957.59,2969.96,2953.2,2955.66,83099.34
2025-07-12 03:00:00+00:00,2955.63,2967.88,2954.08,2964.89,53131.631
2025-07-12 04:00:00+00:00,2964.89,2967.77,2940.0,2949.98,150367.723
2025-07-12 05:00:00+00:00,2949.99,2956.3,2942.0,2951.58,79512.188
2025-07-12 06:00:00+00:00,2951.58,2961.82,2943.72,2958.01,88716.023
2025-07-12 07:00:00+00:00,2958.0,2978.0,2957.75,2961.7,181833.933
2025-07-12 08:00:00+00:00,2961.69,2969.0,2956.09,2965.67,67658.463
2025-07-12 09:00:00+00:00,2965.67,2975.81,2960.67,2972.56,79866.544
2025-07-12 10:00:00+00:00,2972.55,2978.68,2966.1,2974.67,77084.256
2025-07-12 11:00:00+00:00,2974.67,2979.0,2960.12,2962.54,115144.626
2025-07-12 12:00:00+00:00,2962.55,2967.08,2913.0,2942.02,495098.225
2025-07-12 13:00:00+00:00,2942.03,2942.03,2913.19,2938.69,278350.479
2025-07-12 14:00:00+00:00,2938.7,2948.88,2922.18,2926.98,179573.863
2025-07-12 15:00:00+00:00,2926.99,2929.96,2902.8,2914.83,369552.347
2025-07-12 16:00:00+00:00,2914.83,2934.86,2909.38,2923.5,172283.586
2025-07-12 17:00:00+00:00,2923.51,2942.4,2920.0,2939.92,123900.198
2025-07-12 18:00:00+00:00,2939.92,2943.98,2934.26,2941.22,69366.532
2025-07-12 19:00:00+00:00,2941.22,2944.86,2933.26,2939.72,61882.269
2025-07-12 20:00:00+00:00,2939.71,2941.68,2915.4,2915.58,96930.316
2025-07-12 21:00:00+00:00,2915.58,2938.73,2913.54,2937.96,80732.907
2025-07-12 22:00:00+00:00,2937.97,2940.0,2923.99,2936.45,55807.784
2025-07-12 23:00:00+00:00,2936.46,2947.0,2928.92,2941.87,68855.074
2025-07-13 00:00:00+00:00,2941.88,2949.0,2934.88,2943.42,81887.932
2025-07-13 01:00:00+00:00,2943.43,2952.0,2937.38,2948.01,101156.649
2025-07-13 02:00:00+00:00,2948.02,2960.0,2937.03,2952.7,110359.687
2025-07-13 03:00:00+00:00,2952.69,2957.56,2946.99,2953.77,70446.59
2025-07-13 04:00:00+00:00,2953.77,2957.98,2950.0,2957.31,59254.317
2025-07-13 05:00:00+00:00,2957.3,2963.0,2948.11,2949.26,100383.826
2025-07-13 06:00:00+00:00,2949.26,2967.89,2948.2,2958.38,113301.138
